,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
1582,Rio Metro Regional Transit District,DR,DO,Active,Full Reporter,Albuquerque,NM,56,"Albuquerque, NM",251.0,741318.0,915.0,929543.0,2017.0,6.0,2017.0,532175.0,67168.0,7.923,61416.0,2441955.0,36.3559,0.9144
1583,Rio Metro Regional Transit District,DT,PT,Active,Full Reporter,Albuquerque,NM,56,"Albuquerque, NM",251.0,741318.0,915.0,929543.0,2017.0,6.0,2017.0,67757.0,11573.0,5.8547,9677.0,183573.0,15.8622,0.8362
1584,Rio Metro Regional Transit District,MB,DO,Active,Full Reporter,Albuquerque,NM,56,"Albuquerque, NM",251.0,741318.0,915.0,929543.0,2017.0,6.0,2017.0,20201.0,6190.0,3.2635,1835.0,144728.0,23.3809,0.2964
1588,STAR Transit,CB,DO,Active,Full Reporter,Terrell,TX,6,"Dallas-Fort Worth-Arlington, TX",1779.0,5121892.0,981.0,397174.0,2017.0,8.0,2017.0,360248.0,41987.0,8.58,10801.0,805277.0,19.1792,0.2572
1589,STAR Transit,DR,DO,Active,Full Reporter,Terrell,TX,6,"Dallas-Fort Worth-Arlington, TX",1779.0,5121892.0,981.0,397174.0,2017.0,8.0,2017.0,3040471.0,145949.0,20.8324,132213.0,4535406.0,31.0753,0.9059
1590,STAR Transit,MB,DO,Active,Full Reporter,Terrell,TX,6,"Dallas-Fort Worth-Arlington, TX",1779.0,5121892.0,981.0,397174.0,2017.0,8.0,2017.0,16716.0,5784.0,2.89,1428.0,157846.0,27.2901,0.2469
1595,Plaquemines Parish Government,DR,DO,Active,Full Reporter,Belle Chasse,LA,49,"New Orleans, LA",251.0,899703.0,4.0,23628.0,2017.0,12.0,2017.0,441830.0,10087.0,43.8019,0.0,553382.0,54.8609,0.0
1596,Plaquemines Parish Government,FB,DO,Active,Full Reporter,Belle Chasse,LA,49,"New Orleans, LA",251.0,899703.0,4.0,23628.0,2017.0,12.0,2017.0,428282.0,856563.0,0.5,399651.0,3819845.0,4.4595,0.4666
1597,Alamo Area Council of Governments,DR,DO,Active,Full Reporter,San Antonio ,TX,26,"San Antonio, TX",597.0,1758210.0,10185.0,534238.0,2017.0,8.0,2017.0,1201766.0,101394.0,11.8524,206689.0,4164526.0,41.0727,2.0385
1598,McKinney Avenue Transit Authority,SR,DO,Active,Full Reporter,Dallas,TX,6,"Dallas-Fort Worth-Arlington, TX",1779.0,5121892.0,5.0,19098.0,2017.0,12.0,2017.0,816264.0,613540.0,1.3304,39853.0,1078934.0,1.7585,0.065
1599,The Woodlands Township,CB,PT,Active,Full Reporter,The Woodlands,TX,154,"Conroe-The Woodlands, TX",133.0,239938.0,454.0,604068.0,2017.0,12.0,2017.0,20711305.0,561282.0,36.9,3586546.0,4973783.0,8.8615,6.3899
1600,The Woodlands Township,MB,PT,Active,Full Reporter,The Woodlands,TX,154,"Conroe-The Woodlands, TX",133.0,239938.0,454.0,604068.0,2017.0,12.0,2017.0,290159.0,112334.0,2.583,0.0,763224.0,6.7942,0.0
1601,Texas State University,MB,PT,Active,Full Reporter,San Marcos,TX,479,"San Marcos, TX",27.0,52826.0,27.0,48644.0,2017.0,8.0,2017.0,6675434.0,2786033.0,2.396,7020621.0,4530908.0,1.6263,2.5199
1602,StarTran,DR,DO,Active,Full Reporter,Lincoln,NE,145,"Lincoln, NE",88.0,258719.0,93.0,280364.0,2017.0,8.0,2017.0,195259.0,41320.0,4.7255,48711.0,1509156.0,36.5236,1.1789
1604,StarTran,DT,PT,Active,Full Reporter,Lincoln,NE,145,"Lincoln, NE",88.0,258719.0,93.0,280364.0,2017.0,8.0,2017.0,136614.0,23615.0,5.7851,82653.0,691112.0,29.2658,3.5
1605,StarTran,MB,DO,Active,Full Reporter,Lincoln,NE,145,"Lincoln, NE",88.0,258719.0,93.0,280364.0,2017.0,8.0,2017.0,6880994.0,2313717.0,2.974,2506626.0,10657810.0,4.6064,1.0834
1606,Transit Authority of Omaha,DR,DO,Active,Full Reporter,Omaha,NE,58,"Omaha, NE-IA",271.0,725008.0,178.0,561920.0,2017.0,12.0,2017.0,728982.0,114073.0,6.3905,274034.0,2852890.0,25.0093,2.4023
1609,Transit Authority of Omaha,MB,DO,Active,Full Reporter,Omaha,NE,58,"Omaha, NE-IA",271.0,725008.0,178.0,561920.0,2017.0,12.0,2017.0,13456047.0,3592501.0,3.7456,4146313.0,24233402.0,6.7456,1.1542
1610,City Utilities of Springfield,DR,DO,Active,Full Reporter,Springfield,MO,138,"Springfield, MO",142.0,273724.0,95.0,189257.0,2017.0,9.0,2017.0,115934.0,18569.0,6.2434,31157.0,1006745.0,54.2164,1.6779
1611,City Utilities of Springfield,MB,DO,Active,Full Reporter,Springfield,MO,138,"Springfield, MO",142.0,273724.0,95.0,189257.0,2017.0,9.0,2017.0,5922742.0,1301738.0,4.5499,909198.0,8163242.0,6.271,0.6984
1612,Kansas City Area Transportation Authority,DR,DO,Active,Full Reporter,Kansas City,MO,31,"Kansas City, MO-KS",678.0,1519417.0,456.0,788748.0,2017.0,12.0,2017.0,369624.0,84273.0,4.386,45884.0,2616414.0,31.0469,0.5445
1613,Kansas City Area Transportation Authority,DR,PT,Active,Full Reporter,Kansas City,MO,31,"Kansas City, MO-KS",678.0,1519417.0,456.0,788748.0,2017.0,12.0,2017.0,1860194.0,240795.0,7.7252,745358.0,10944580.0,45.4519,3.0954
1614,Kansas City Area Transportation Authority,DT,PT,Active,Full Reporter,Kansas City,MO,31,"Kansas City, MO-KS",678.0,1519417.0,456.0,788748.0,2017.0,12.0,2017.0,474625.0,63249.0,7.5041,125051.0,1459089.0,23.069,1.9771
1615,Kansas City Area Transportation Authority,MB,DO,Active,Full Reporter,Kansas City,MO,31,"Kansas City, MO-KS",678.0,1519417.0,456.0,788748.0,2017.0,12.0,2017.0,43395746.0,11888260.0,3.6503,7955503.0,69341377.0,5.8328,0.6692
1616,Kansas City Area Transportation Authority,RB,DO,Active,Full Reporter,Kansas City,MO,31,"Kansas City, MO-KS",678.0,1519417.0,456.0,788748.0,2017.0,12.0,2017.0,3308900.0,1240926.0,2.6665,507798.0,5637075.0,4.5426,0.4092
1617,Kansas City Area Transportation Authority,VP,DO,Active,Full Reporter,Kansas City,MO,31,"Kansas City, MO-KS",678.0,1519417.0,456.0,788748.0,2017.0,12.0,2017.0,74256.0,1737.0,42.7496,12473.0,23354.0,13.445,7.1808
1618,Kansas City Area Transportation Authority,VP,PT,Active,Full Reporter,Kansas City,MO,31,"Kansas City, MO-KS",678.0,1519417.0,456.0,788748.0,2017.0,12.0,2017.0,1456754.0,39645.0,36.745,9950.0,79387.0,2.0024,0.251
1619,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",DR,DO,Active,Full Reporter,St. Louis,MO,20,"St. Louis, MO-IL",924.0,2150706.0,558.0,1566004.0,2017.0,6.0,2017.0,5941430.0,550694.0,10.789,2620035.0,24321599.0,44.1654,4.7577
1620,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",LR,DO,Active,Full Reporter,St. Louis,MO,20,"St. Louis, MO-IL",924.0,2150706.0,558.0,1566004.0,2017.0,6.0,2017.0,107828154.0,14898291.0,7.2376,15373086.0,76332879.0,5.1236,1.0319
1621,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",MB,DO,Active,Full Reporter,St. Louis,MO,20,"St. Louis, MO-IL",924.0,2150706.0,558.0,1566004.0,2017.0,6.0,2017.0,136569556.0,25529305.0,5.3495,26689957.0,155917577.0,6.1074,1.0455
1625,Cedar Rapids Transit,DR,PT,Active,Full Reporter,Cedar Rapids,IA,193,"Cedar Rapids, IA",83.0,177844.0,78.0,158890.0,2017.0,6.0,2017.0,532420.0,85902.0,6.198,365396.0,1566229.0,18.2327,4.2536
1626,Cedar Rapids Transit,MB,DO,Active,Full Reporter,Cedar Rapids,IA,193,"Cedar Rapids, IA",83.0,177844.0,78.0,158890.0,2017.0,6.0,2017.0,5677926.0,1185726.0,4.7886,820737.0,7122366.0,6.0068,0.6922
1630,Des Moines Area Regional Transit Authority,DR,DO,Active,Full Reporter,Des Moines,IA,85,"Des Moines, IA",201.0,450070.0,163.0,374910.0,2017.0,6.0,2017.0,937928.0,106769.0,8.7846,1577232.0,3629352.0,33.9926,14.7724
1632,Des Moines Area Regional Transit Authority,DT,PT,Active,Full Reporter,Des Moines,IA,85,"Des Moines, IA",201.0,450070.0,163.0,374910.0,2017.0,6.0,2017.0,95793.0,10401.0,9.21,5512.0,288817.0,27.7682,0.5299
1633,Des Moines Area Regional Transit Authority,MB,DO,Active,Full Reporter,Des Moines,IA,85,"Des Moines, IA",201.0,450070.0,163.0,374910.0,2017.0,6.0,2017.0,18634971.0,4267785.0,4.3664,4661919.0,22869955.0,5.3587,1.0924
1634,Des Moines Area Regional Transit Authority,VP,DO,Active,Full Reporter,Des Moines,IA,85,"Des Moines, IA",201.0,450070.0,163.0,374910.0,2017.0,6.0,2017.0,7763636.0,195658.0,39.6796,688136.0,1181407.0,6.0381,3.517
1638,Sioux City Transit System,DR,PT,Active,Full Reporter,Sioux City,IA,292,"Sioux City, IA-NE-SD",54.0,106494.0,53.0,122128.0,2017.0,6.0,2017.0,144238.0,18785.0,7.6784,64084.0,560373.0,29.8309,3.4114
1639,Sioux City Transit System,MB,DO,Active,Full Reporter,Sioux City,IA,292,"Sioux City, IA-NE-SD",54.0,106494.0,53.0,122128.0,2017.0,6.0,2017.0,4031891.0,901989.0,4.47,724877.0,4057320.0,4.4982,0.8036
1643,Topeka Metropolitan Transit Authority,DR,DO,Active,Full Reporter,Topeka,KS,217,"Topeka, KS",80.0,150003.0,58.0,127473.0,2017.0,6.0,2017.0,102003.0,25447.0,4.0084,89996.0,1364544.0,53.623,3.5366
1645,Topeka Metropolitan Transit Authority,DT,PT,Active,Full Reporter,Topeka,KS,217,"Topeka, KS",80.0,150003.0,58.0,127473.0,2017.0,6.0,2017.0,142348.0,26167.0,5.44,86904.0,359129.0,13.7245,3.3211
1646,Topeka Metropolitan Transit Authority,MB,DO,Active,Full Reporter,Topeka,KS,217,"Topeka, KS",80.0,150003.0,58.0,127473.0,2017.0,6.0,2017.0,4994202.0,1197319.0,4.1712,960567.0,5866545.0,4.8997,0.8023
1648,Wichita Transit,DR,DO,Active,Full Reporter,Wichita,KS,83,"Wichita, KS",215.0,472870.0,159.0,382386.0,2017.0,12.0,2017.0,715321.0,71713.0,9.9748,242765.0,2397433.0,33.4309,3.3852
1650,Wichita Transit,MB,DO,Active,Full Reporter,Wichita,KS,83,"Wichita, KS",215.0,472870.0,159.0,382386.0,2017.0,12.0,2017.0,7102808.0,1262552.0,5.6258,1457565.0,10203149.0,8.0814,1.1545
1651,Wichita Transit,VP,PT,Active,Full Reporter,Wichita,KS,83,"Wichita, KS",215.0,472870.0,159.0,382386.0,2017.0,12.0,2017.0,88776.0,2466.0,36.0,6122.0,6915.0,2.8041,2.4826
1652,City of Columbia,DR,DO,Active,Full Reporter,Columbia,MO,255,"Columbia, MO",62.0,124748.0,65.0,121351.0,2017.0,9.0,2017.0,286712.0,53768.0,5.3324,159471.0,1093705.0,20.3412,2.9659
1653,City of Columbia,MB,DO,Active,Full Reporter,Columbia,MO,255,"Columbia, MO",62.0,124748.0,65.0,121351.0,2017.0,9.0,2017.0,3728732.0,1516367.0,2.459,1508501.0,6186238.0,4.0796,0.9948
1655,Iowa City Transit,MB,DO,Active,Full Reporter,Iowa City,IA,290,"Iowa City, IA",46.0,106621.0,25.0,74220.0,2017.0,6.0,2017.0,3391874.0,1571818.0,2.1579,1260923.0,4972829.0,3.1637,0.8022
1656,University of Iowa,DR,DO,Active,Full Reporter,Iowa City,IA,290,"Iowa City, IA",46.0,106621.0,30.0,71372.0,2017.0,6.0,2017.0,32814.0,9057.0,3.6231,3689.0,407461.0,44.9885,0.4073
1658,University of Iowa,MB,DO,Active,Full Reporter,Iowa City,IA,290,"Iowa City, IA",46.0,106621.0,30.0,71372.0,2017.0,6.0,2017.0,5579399.0,3977395.0,1.4028,1600098.0,3057193.0,0.7686,0.4023
1660,Coralville Transit System,MB,DO,Active,Full Reporter,Coralville,IA,290,"Iowa City, IA",46.0,106621.0,12.0,20092.0,2017.0,6.0,2017.0,1545320.0,469982.0,3.288,400696.0,1365624.0,2.9057,0.8526
1662,City of Lawrence - Lawrence Transit System,DR,PT,Inactive,Full Reporter,Lawrence,KS,318,"Lawrence, KS",23.0,79647.0,30.0,90000.0,2009.0,12.0,2009.0,195674.0,50169.0,3.9003,84730.0,1115385.0,22.2326,1.6889
1663,City of Lawrence - Lawrence Transit System,MB,PT,Inactive,Full Reporter,Lawrence,KS,318,"Lawrence, KS",23.0,79647.0,30.0,90000.0,2009.0,12.0,2009.0,1715796.0,499017.0,3.4384,180965.0,2602564.0,5.2154,0.3626
1664,"Johnson County Kansas, aka: Johnson County Transit",CB,PT,Active,Full Reporter,Olathe,KS,31,"Kansas City, MO-KS",678.0,1519417.0,147.0,411685.0,2017.0,12.0,2017.0,2630236.0,125688.0,20.9267,151502.0,1561453.0,12.4232,1.2054
1665,"Johnson County Kansas, aka: Johnson County Transit",DR,PT,Active,Full Reporter,Olathe,KS,31,"Kansas City, MO-KS",678.0,1519417.0,147.0,411685.0,2017.0,12.0,2017.0,376314.0,67199.0,5.6,247447.0,2394935.0,35.6394,3.6823
1666,"Johnson County Kansas, aka: Johnson County Transit",DT,PT,Active,Full Reporter,Olathe,KS,31,"Kansas City, MO-KS",678.0,1519417.0,147.0,411685.0,2017.0,12.0,2017.0,406172.0,44976.0,9.0309,87409.0,819455.0,18.2198,1.9435
1667,"Johnson County Kansas, aka: Johnson County Transit",MB,PT,Active,Full Reporter,Olathe,KS,31,"Kansas City, MO-KS",678.0,1519417.0,147.0,411685.0,2017.0,12.0,2017.0,5631815.0,322839.0,17.4447,483471.0,5575680.0,17.2708,1.4976
1670,Ames Transit Agency dba CyRide,DR,PT,Active,Full Reporter,Ames,IA,445,"Ames, IA",23.0,60438.0,15.0,58100.0,2017.0,6.0,2017.0,36736.0,9277.0,3.9599,14069.0,176485.0,19.0239,1.5165
1671,Ames Transit Agency dba CyRide,MB,DO,Active,Full Reporter,Ames,IA,445,"Ames, IA",23.0,60438.0,15.0,58100.0,2017.0,6.0,2017.0,10694548.0,6642577.0,1.61,4985477.0,10237548.0,1.5412,0.7505
1672,Ames Transit Agency dba CyRide,MB,PT,Active,Full Reporter,Ames,IA,445,"Ames, IA",23.0,60438.0,15.0,58100.0,2017.0,6.0,2017.0,10308.0,6173.0,1.6699,0.0,19626.0,3.1793,0.0
1676,University of Kansas Parking & Transit,MB,PT,Active,Full Reporter,Lawrence,KS,332,"Lawrence, KS",30.0,88053.0,15.0,87643.0,2017.0,6.0,2017.0,2509133.0,2188549.0,1.1465,3358051.0,3637626.0,1.6621,1.5344
1677,Johnson County SEATS,DR,DO,Active,Full Reporter,Iowa City,IA,290,"Iowa City, IA",46.0,106621.0,614.0,130882.0,2017.0,6.0,2017.0,599402.0,125624.0,4.7714,213733.0,2703983.0,21.5244,1.7014
1678,Johnson County SEATS,MB,DO,Active,Full Reporter,Iowa City,IA,290,"Iowa City, IA",46.0,106621.0,614.0,130882.0,2017.0,6.0,2017.0,867.0,216.0,4.0139,139.0,32001.0,148.1528,0.6435
1681,City of Lawrence,DR,PT,Active,Full Reporter,Lawrence,KS,332,"Lawrence, KS",30.0,88053.0,29.0,94386.0,2017.0,12.0,2017.0,404225.0,83567.0,4.8371,158236.0,2400100.0,28.7207,1.8935
1682,City of Lawrence,MB,PT,Active,Full Reporter,Lawrence,KS,332,"Lawrence, KS",30.0,88053.0,29.0,94386.0,2017.0,12.0,2017.0,3055837.0,1173513.0,2.604,269429.0,4086653.0,3.4824,0.2296
1683,River Bend Transit,DR,DO,Active,Full Reporter,Davenport,IA,134,"Davenport, IA-IL",138.0,280051.0,2172.0,539775.0,2017.0,6.0,2017.0,1575340.0,150991.0,10.4333,725746.0,1834553.0,12.1501,4.8066
1684,River Bend Transit,DR,PT,Active,Full Reporter,Davenport,IA,134,"Davenport, IA-IL",138.0,280051.0,2172.0,539775.0,2017.0,6.0,2017.0,236495.0,40249.0,5.8758,72276.0,721579.0,17.9279,1.7957
1685,River Bend Transit,MB,PT,Active,Full Reporter,Davenport,IA,134,"Davenport, IA-IL",138.0,280051.0,2172.0,539775.0,2017.0,6.0,2017.0,32506.0,5193.0,6.2596,1776.0,97682.0,18.8103,0.342
1687,"Kansas City, City of Missouri",SR,PT,Active,Full Reporter,Kansas City,MO,31,"Kansas City, MO-KS",678.0,1519417.0,2.0,11953.0,2017.0,4.0,2017.0,2979376.0,1983085.0,1.5024,0.0,4140010.0,2.0877,0.0
1688,Utah Transit Authority,CB,DO,Active,Full Reporter,Salt Lake City,UT,42,"Salt Lake City-West Valley City, UT",278.0,1021243.0,737.0,1883504.0,2017.0,12.0,2017.0,12565005.0,553595.0,22.6971,501682.0,7749445.0,13.9984,0.9062
1689,Utah Transit Authority,CR,DO,Active,Full Reporter,Salt Lake City,UT,42,"Salt Lake City-West Valley City, UT",278.0,1021243.0,737.0,1883504.0,2017.0,12.0,2017.0,122257990.0,4854099.0,25.1865,7212605.0,34438729.0,7.0948,1.4859
1690,Utah Transit Authority,DR,DO,Active,Full Reporter,Salt Lake City,UT,42,"Salt Lake City-West Valley City, UT",278.0,1021243.0,737.0,1883504.0,2017.0,12.0,2017.0,2281602.0,241482.0,9.4483,526433.0,14050516.0,58.1845,2.18
1691,Utah Transit Authority,DR,PT,Active,Full Reporter,Salt Lake City,UT,42,"Salt Lake City-West Valley City, UT",278.0,1021243.0,737.0,1883504.0,2017.0,12.0,2017.0,1949038.0,145495.0,13.3959,65112.0,3800831.0,26.1234,0.4475
1693,Utah Transit Authority,LR,DO,Active,Full Reporter,Salt Lake City,UT,42,"Salt Lake City-West Valley City, UT",278.0,1021243.0,737.0,1883504.0,2017.0,12.0,2017.0,92586564.0,18823578.0,4.9186,17968710.0,64680283.0,3.4361,0.9546
1694,Utah Transit Authority,MB,DO,Active,Full Reporter,Salt Lake City,UT,42,"Salt Lake City-West Valley City, UT",278.0,1021243.0,737.0,1883504.0,2017.0,12.0,2017.0,86159850.0,19128384.0,4.5043,21136490.0,128771907.0,6.732,1.105
1695,Utah Transit Authority,MB,PT,Active,Full Reporter,Salt Lake City,UT,42,"Salt Lake City-West Valley City, UT",278.0,1021243.0,737.0,1883504.0,2017.0,12.0,2017.0,302492.0,67876.0,4.4565,19240.0,773552.0,11.3965,0.2835
1697,Utah Transit Authority,VP,DO,Active,Full Reporter,Salt Lake City,UT,42,"Salt Lake City-West Valley City, UT",278.0,1021243.0,737.0,1883504.0,2017.0,12.0,2017.0,46756678.0,1264410.0,36.979,4728930.0,3469358.0,2.7439,3.74
1699,Su Tran LLC dba: Sioux Area Metro,DR,DO,Active,Full Reporter,Sioux Falls,SD,212,"Sioux Falls, SD",64.0,156777.0,51.0,137300.0,2017.0,12.0,2017.0,725243.0,99810.0,7.2662,256099.0,3631885.0,36.388,2.5659
1701,Su Tran LLC dba: Sioux Area Metro,MB,DO,Active,Full Reporter,Sioux Falls,SD,212,"Sioux Falls, SD",64.0,156777.0,51.0,137300.0,2017.0,12.0,2017.0,3325540.0,795026.0,4.1829,435163.0,4543786.0,5.7153,0.5474
1703,"City of Fargo, DBA:  Metropolitan Area Transit",DR,PT,Active,Full Reporter,Fargo,ND,194,"Fargo, ND-MN",70.0,176676.0,45.0,155620.0,2017.0,12.0,2017.0,289994.0,52508.0,5.5229,156540.0,1318164.0,25.1041,2.9813
1704,"City of Fargo, DBA:  Metropolitan Area Transit",MB,PT,Active,Full Reporter,Fargo,ND,194,"Fargo, ND-MN",70.0,176676.0,45.0,155620.0,2017.0,12.0,2017.0,5814310.0,1421294.0,4.0909,551776.0,5977998.0,4.206,0.3882
1705,Billings Metropolitan Transit,DR,DO,Active,Full Reporter,Billings,MT,273,"Billings, MT",53.0,114773.0,34.0,109869.0,2017.0,6.0,2017.0,271357.0,48437.0,5.6023,205459.0,1311220.0,27.0706,4.2418
1706,Billings Metropolitan Transit,MB,DO,Active,Full Reporter,Billings,MT,273,"Billings, MT",53.0,114773.0,34.0,109869.0,2017.0,6.0,2017.0,1931923.0,455583.0,4.2406,360464.0,3497440.0,7.6768,0.7912
1707,Mountain Metropolitan Transit,DR,PT,Active,Full Reporter,Colorado Springs,CO,73,"Colorado Springs, CO",188.0,559409.0,257.0,527294.0,2017.0,12.0,2017.0,1734408.0,193732.0,8.9526,463707.0,6110371.0,31.5403,2.3935
1708,Mountain Metropolitan Transit,DT,PT,Active,Full Reporter,Colorado Springs,CO,73,"Colorado Springs, CO",188.0,559409.0,257.0,527294.0,2017.0,12.0,2017.0,60755.0,11702.0,5.1918,36586.0,253498.0,21.6628,3.1265
1710,Mountain Metropolitan Transit,MB,PT,Active,Full Reporter,Colorado Springs,CO,73,"Colorado Springs, CO",188.0,559409.0,257.0,527294.0,2017.0,12.0,2017.0,9539700.0,3191976.0,2.9887,2648549.0,13701271.0,4.2924,0.8298
1711,Mountain Metropolitan Transit,VP,DO,Active,Full Reporter,Colorado Springs,CO,73,"Colorado Springs, CO",188.0,559409.0,257.0,527294.0,2017.0,12.0,2017.0,2373497.0,41995.0,56.5186,232118.0,571652.0,13.6124,5.5273
1712,Denver Regional Transportation District,CR,PT,Active,Full Reporter,Denver,CO,18,"Denver-Aurora, CO",668.0,2374203.0,2342.0,2920000.0,2017.0,12.0,2017.0,93501777.0,6950256.0,13.453,20273722.0,39236112.0,5.6453,2.917
1714,Denver Regional Transportation District,DR,PT,Active,Full Reporter,Denver,CO,18,"Denver-Aurora, CO",668.0,2374203.0,2342.0,2920000.0,2017.0,12.0,2017.0,10585859.0,1215468.0,8.7093,5065681.0,52834110.0,43.4681,4.1677
1715,Denver Regional Transportation District,LR,DO,Active,Full Reporter,Denver,CO,18,"Denver-Aurora, CO",668.0,2374203.0,2342.0,2920000.0,2017.0,12.0,2017.0,175410880.0,24645459.0,7.1174,38157473.0,115181118.0,4.6735,1.5483
1716,Denver Regional Transportation District,MB,DO,Active,Full Reporter,Denver,CO,18,"Denver-Aurora, CO",668.0,2374203.0,2342.0,2920000.0,2017.0,12.0,2017.0,248311937.0,46455323.0,5.3452,52639973.0,242441480.0,5.2188,1.1331
1717,Denver Regional Transportation District,MB,PT,Active,Full Reporter,Denver,CO,18,"Denver-Aurora, CO",668.0,2374203.0,2342.0,2920000.0,2017.0,12.0,2017.0,79832928.0,18810998.0,4.2439,24558726.0,85073297.0,4.5225,1.3056
1719,Pueblo Transit System,DR,PT,Active,Full Reporter,Pueblo,CO,236,"Pueblo, CO",74.0,136550.0,39.0,108249.0,2017.0,12.0,2017.0,328109.0,57567.0,5.6996,206760.0,1078021.0,18.7264,3.5916
1720,Pueblo Transit System,MB,DO,Active,Full Reporter,Pueblo,CO,236,"Pueblo, CO",74.0,136550.0,39.0,108249.0,2017.0,12.0,2017.0,0.0,819660.0,0.0,666808.0,3747123.0,4.5716,0.8135
1721,Cities Area Transit,DR,PT,Active,Full Reporter,Grand Forks,ND,440,"Grand Forks, ND-MN",24.0,61270.0,26.0,61298.0,2017.0,12.0,2017.0,247848.0,52905.0,4.6848,170656.0,1407319.0,26.6009,3.2257
1722,Cities Area Transit,MB,DO,Active,Full Reporter,Grand Forks,ND,440,"Grand Forks, ND-MN",24.0,61270.0,26.0,61298.0,2017.0,12.0,2017.0,1073510.0,280289.0,3.83,197308.0,2152367.0,7.6791,0.7039
1723,Missoula Urban Transportation District,DR,DO,Active,Full Reporter,Missoula,MT,348,"Missoula, MT",45.0,82157.0,70.0,72087.0,2017.0,6.0,2017.0,118426.0,30384.0,3.8976,0.0,878153.0,28.9018,0.0
1724,Missoula Urban Transportation District,MB,DO,Active,Full Reporter,Missoula,MT,348,"Missoula, MT",45.0,82157.0,70.0,72087.0,2017.0,6.0,2017.0,3226422.0,1558262.0,2.0705,0.0,4998917.0,3.208,0.0
1728,Transfort,DR,PT,Active,Full Reporter,Fort Collins,CO,141,"Fort Collins, CO",110.0,264465.0,54.0,164207.0,2017.0,12.0,2017.0,35100.0,8201.0,4.28,19982.0,115610.0,14.0971,2.4365
1729,Transfort,DT,PT,Active,Full Reporter,Fort Collins,CO,141,"Fort Collins, CO",110.0,264465.0,54.0,164207.0,2017.0,12.0,2017.0,129880.0,29594.0,4.3887,71558.0,1191267.0,40.2537,2.418
1730,Transfort,MB,DO,Active,Full Reporter,Fort Collins,CO,141,"Fort Collins, CO",110.0,264465.0,54.0,164207.0,2017.0,12.0,2017.0,8755971.0,2834916.0,3.0886,1891551.0,11263809.0,3.9732,0.6672
1731,Transfort,MB,PT,Active,Full Reporter,Fort Collins,CO,141,"Fort Collins, CO",110.0,264465.0,54.0,164207.0,2017.0,12.0,2017.0,79923.0,33673.0,2.3735,1913.0,185888.0,5.5204,0.0568
1732,Transfort,RB,DO,Active,Full Reporter,Fort Collins,CO,141,"Fort Collins, CO",110.0,264465.0,54.0,164207.0,2017.0,12.0,2017.0,3711579.0,1472340.0,2.5209,518375.0,3115771.0,2.1162,0.3521
1734,Great Falls Transit District,DR,DO,Active,Full Reporter,Great Falls,MT,422,"Great Falls, MT",31.0,65207.0,20.0,64010.0,2017.0,6.0,2017.0,108775.0,34066.0,3.1931,63195.0,606536.0,17.8047,1.8551
1736,Great Falls Transit District,MB,DO,Active,Full Reporter,Great Falls,MT,422,"Great Falls, MT",31.0,65207.0,20.0,64010.0,2017.0,6.0,2017.0,1200532.0,407085.0,2.9491,222101.0,2490277.0,6.1173,0.5456
1749,"City of Logan, dba: The Logan Transit District",DR,PT,Inactive,Full Reporter,Logan,UT,318,"Logan, UT",38.0,76187.0,33.0,73453.0,2007.0,6.0,2007.0,73535.0,16835.0,4.368,0.0,431210.0,25.6139,0.0
1750,"City of Logan, dba: The Logan Transit District",MB,PT,Inactive,Full Reporter,Logan,UT,318,"Logan, UT",38.0,76187.0,33.0,73453.0,2007.0,6.0,2007.0,3547173.0,1102479.0,3.2175,0.0,1964397.0,1.7818,0.0
1751,City of Loveland Transit,DR,DO,Active,Full Reporter,Loveland,CO,141,"Fort Collins, CO",110.0,264465.0,26.0,66859.0,2017.0,12.0,2017.0,39971.0,9257.0,4.3179,14249.0,246772.0,26.6579,1.5393
1753,City of Loveland Transit,MB,DO,Active,Full Reporter,Loveland,CO,141,"Fort Collins, CO",110.0,264465.0,26.0,66859.0,2017.0,12.0,2017.0,458168.0,96660.0,4.74,79429.0,1132687.0,11.7183,0.8217
1754,Cache Valley Transit District,DR,DO,Active,Full Reporter,Logan,UT,311,"Logan, UT",44.0,94983.0,33.0,95500.0,2017.0,12.0,2017.0,129130.0,25448.0,5.0743,0.0,883807.0,34.7299,0.0
1756,Cache Valley Transit District,MB,DO,Active,Full Reporter,Logan,UT,311,"Logan, UT",44.0,94983.0,33.0,95500.0,2017.0,12.0,2017.0,5043093.0,1564678.0,3.2231,0.0,4211653.0,2.6917,0.0
1758,North Front Range Metropolitan Planning Organization,VP,DO,Active,Full Reporter,Fort Collins,CO,141,"Fort Collins, CO",110.0,264465.0,56.0,143986.0,2017.0,12.0,2017.0,3994689.0,88698.0,45.037,590151.0,795742.0,8.9714,6.6535
