,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
497,Port Authority of Allegheny County,IP,DO,Active,Full Reporter,Pittsburgh,PA,27,"Pittsburgh, PA",905.0,1733853.0,775.0,1415244.0,2017.0,6.0,2017.0,69569.0,595336.0,0.1169,836482.0,1018784.0,1.7113,1.4051
499,Port Authority of Allegheny County,LR,DO,Active,Full Reporter,Pittsburgh,PA,27,"Pittsburgh, PA",905.0,1733853.0,775.0,1415244.0,2017.0,6.0,2017.0,29714858.0,7759217.0,3.8296,9210530.0,62950866.0,8.113,1.187
500,Port Authority of Allegheny County,MB,DO,Active,Full Reporter,Pittsburgh,PA,27,"Pittsburgh, PA",905.0,1733853.0,775.0,1415244.0,2017.0,6.0,2017.0,224980637.0,53389294.0,4.214,78982204.0,301051225.0,5.6388,1.4794
501,Beaver County Transit Authority,DR,DO,Active,Full Reporter,Rochester,PA,27,"Pittsburgh, PA",905.0,1733853.0,440.0,170539.0,2017.0,6.0,2017.0,866510.0,79227.0,10.9371,801171.0,1864228.0,23.5302,10.1123
502,Beaver County Transit Authority,MB,DO,Active,Full Reporter,Rochester,PA,27,"Pittsburgh, PA",905.0,1733853.0,440.0,170539.0,2017.0,6.0,2017.0,10154780.0,851517.0,11.9255,1485836.0,5419151.0,6.3641,1.7449
503,Berks Area Regional Transportation Authority,DR,DO,Inactive,Full Reporter,Reading,PA,140,"Reading, PA",104.0,266254.0,864.0,411442.0,2016.0,6.0,2016.0,1370734.0,184735.0,7.42,174294.0,4273662.0,23.134,0.9435
504,Berks Area Regional Transportation Authority,DR,PT,Inactive,Full Reporter,Reading,PA,140,"Reading, PA",104.0,266254.0,864.0,411442.0,2016.0,6.0,2016.0,773220.0,55981.0,13.8122,107303.0,1499999.0,26.7948,1.9168
505,Berks Area Regional Transportation Authority,MB,DO,Inactive,Full Reporter,Reading,PA,140,"Reading, PA",104.0,266254.0,864.0,411442.0,2016.0,6.0,2016.0,12320094.0,2898770.0,4.2501,2880188.0,9998950.0,3.4494,0.9936
506,County of Lackawanna Transit System,DR,DO,Active,Full Reporter,Scranton,PA,99,"Scranton, PA",171.0,381502.0,170.0,260348.0,2017.0,6.0,2017.0,525578.0,114505.0,4.59,50194.0,2536377.0,22.1508,0.4384
507,County of Lackawanna Transit System,DR,PT,Active,Full Reporter,Scranton,PA,99,"Scranton, PA",171.0,381502.0,170.0,260348.0,2017.0,6.0,2017.0,2354.0,429.0,5.4872,7442.0,43904.0,102.3403,17.3473
508,County of Lackawanna Transit System,MB,DO,Active,Full Reporter,Scranton,PA,99,"Scranton, PA",171.0,381502.0,170.0,260348.0,2017.0,6.0,2017.0,3945121.0,930453.0,4.24,1165769.0,8210811.0,8.8245,1.2529
509,County of Lackawanna Transit System,MB,PT,Active,Full Reporter,Scranton,PA,99,"Scranton, PA",171.0,381502.0,170.0,260348.0,2017.0,6.0,2017.0,353858.0,78635.0,4.5,30644.0,758151.0,9.6414,0.3897
510,Williamsport Bureau of Transportation,DR,DO,Active,Full Reporter,Williamsport,PA,462,"Williamsport, PA",27.0,56142.0,92.0,69764.0,2017.0,6.0,2017.0,1963.0,194.0,10.1186,776.0,6873.0,35.4278,4.0
511,Williamsport Bureau of Transportation,DR,PT,Active,Full Reporter,Williamsport,PA,462,"Williamsport, PA",27.0,56142.0,92.0,69764.0,2017.0,6.0,2017.0,3600.0,350.0,10.2857,1400.0,9625.0,27.5,4.0
512,Williamsport Bureau of Transportation,MB,DO,Active,Full Reporter,Williamsport,PA,462,"Williamsport, PA",27.0,56142.0,92.0,69764.0,2017.0,6.0,2017.0,6390829.0,1283299.0,4.98,796059.0,7049850.0,5.4935,0.6203
513,York County Transportation Authority,CB,DO,Active,Full Reporter,York,PA,158,"York, PA",132.0,232045.0,5060.0,1232111.0,2017.0,6.0,2017.0,2185523.0,84087.0,25.9912,268963.0,1077168.0,12.8102,3.1986
515,York County Transportation Authority,DR,DO,Active,Full Reporter,York,PA,158,"York, PA",132.0,232045.0,5060.0,1232111.0,2017.0,6.0,2017.0,6846153.0,544395.0,12.5757,12577124.0,11925802.0,21.9065,23.1029
516,York County Transportation Authority,DR,PT,Active,Full Reporter,York,PA,158,"York, PA",132.0,232045.0,5060.0,1232111.0,2017.0,6.0,2017.0,268300.0,22858.0,11.7377,6048.0,680247.0,29.7597,0.2646
517,York County Transportation Authority,DT,PT,Active,Full Reporter,York,PA,158,"York, PA",132.0,232045.0,5060.0,1232111.0,2017.0,6.0,2017.0,494394.0,43703.0,11.3126,37515.0,743791.0,17.0192,0.8584
518,York County Transportation Authority,MB,DO,Active,Full Reporter,York,PA,158,"York, PA",132.0,232045.0,5060.0,1232111.0,2017.0,6.0,2017.0,5471229.0,1537512.0,3.5585,1537598.0,8873583.0,5.7714,1.0001
521,Washington Metropolitan Area Transit Authority,DR,PT,Active,Full Reporter,Washington,DC,8,"Washington, DC-VA-MD",1322.0,4586770.0,950.0,3719567.0,2017.0,6.0,2017.0,20352131.0,2212193.0,9.2,8870258.0,109855139.0,49.6589,4.0097
522,Washington Metropolitan Area Transit Authority,DT,PT,Active,Full Reporter,Washington,DC,8,"Washington, DC-VA-MD",1322.0,4586770.0,950.0,3719567.0,2017.0,6.0,2017.0,2416262.0,156356.0,15.4536,790217.0,12026450.0,76.9171,5.054
523,Washington Metropolitan Area Transit Authority,HR,DO,Active,Full Reporter,Washington,DC,8,"Washington, DC-VA-MD",1322.0,4586770.0,950.0,3719567.0,2017.0,6.0,2017.0,1326262650.0,227053037.0,5.8412,521845597.0,992646766.0,4.3719,2.2983
524,Washington Metropolitan Area Transit Authority,MB,DO,Active,Full Reporter,Washington,DC,8,"Washington, DC-VA-MD",1322.0,4586770.0,950.0,3719567.0,2017.0,6.0,2017.0,369020804.0,123124352.0,2.9971,129035457.0,631132672.0,5.126,1.048
526,Maryland Transit Administration,CB,PT,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717.0,2203663.0,2560.0,7811145.0,2017.0,6.0,2017.0,171683870.0,3869911.0,44.3638,19930945.0,60664667.0,15.676,5.1502
527,Maryland Transit Administration,CR,PT,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717.0,2203663.0,2560.0,7811145.0,2017.0,6.0,2017.0,272481938.0,9215084.0,29.5691,52587240.0,142591765.0,15.4737,5.7066
528,Maryland Transit Administration,DR,DO,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717.0,2203663.0,2560.0,7811145.0,2017.0,6.0,2017.0,34388.0,4645.0,7.4032,4316.0,836522.0,180.0909,0.9292
529,Maryland Transit Administration,DR,PT,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717.0,2203663.0,2560.0,7811145.0,2017.0,6.0,2017.0,20294804.0,2048276.0,9.9082,2162889.0,79810591.0,38.9648,1.056
530,Maryland Transit Administration,DT,PT,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717.0,2203663.0,2560.0,7811145.0,2017.0,6.0,2017.0,3736277.0,700989.0,5.33,2067918.0,14572748.0,20.7888,2.95
531,Maryland Transit Administration,HR,DO,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717.0,2203663.0,2560.0,7811145.0,2017.0,6.0,2017.0,49581700.0,10452750.0,4.7434,12202211.0,51834660.0,4.9589,1.1674
532,Maryland Transit Administration,LR,DO,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717.0,2203663.0,2560.0,7811145.0,2017.0,6.0,2017.0,48343150.0,7345442.0,6.5814,7177772.0,42626110.0,5.8031,0.9772
533,Maryland Transit Administration,MB,DO,Active,Full Reporter,Baltimore,MD,19,"Baltimore, MD",717.0,2203663.0,2560.0,7811145.0,2017.0,6.0,2017.0,270836888.0,69934287.0,3.8727,52394732.0,303743294.0,4.3433,0.7492
535,Ohio Valley Regional Transportation Authority,DR,DO,Active,Full Reporter,Wheeling,WV,353,"Wheeling, WV-OH",47.0,81249.0,27.0,57416.0,2017.0,9.0,2017.0,23537.0,4784.0,4.9199,12444.0,368994.0,77.1309,2.6012
536,Ohio Valley Regional Transportation Authority,MB,DO,Active,Full Reporter,Wheeling,WV,353,"Wheeling, WV-OH",47.0,81249.0,27.0,57416.0,2017.0,9.0,2017.0,1348767.0,384938.0,3.5039,409564.0,3741065.0,9.7186,1.064
545,Westmoreland County Transit Authority,DT,PT,Active,Full Reporter,Greensburg,PA,27,"Pittsburgh, PA",905.0,1733853.0,668.0,296066.0,2017.0,6.0,2017.0,2028236.0,194173.0,10.4455,4496000.0,4561562.0,23.4923,23.1546
547,Westmoreland County Transit Authority,MB,PT,Active,Full Reporter,Greensburg,PA,27,"Pittsburgh, PA",905.0,1733853.0,668.0,296066.0,2017.0,6.0,2017.0,7081396.0,473672.0,14.95,1279378.0,5558358.0,11.7346,2.701
549,"JAUNT, Inc.",DR,DO,Active,Full Reporter,Charlottesville,VA,317,"Charlottesville, VA",35.0,92359.0,2595.0,244954.0,2017.0,6.0,2017.0,2989257.0,322822.0,9.2598,1090228.0,6615931.0,20.4941,3.3772
550,Howard Transit,DR,PT,Active,Full Reporter,Ellicott City,MD,19,"Baltimore, MD",717.0,2203663.0,251.0,284952.0,2017.0,6.0,2017.0,715734.0,68767.0,10.4081,200168.0,4304748.0,62.599,2.9108
551,Howard Transit,DT,PT,Active,Full Reporter,Ellicott City,MD,19,"Baltimore, MD",717.0,2203663.0,251.0,284952.0,2017.0,6.0,2017.0,128261.0,13866.0,9.25,34665.0,196739.0,14.1886,2.5
552,Howard Transit,MB,PT,Active,Full Reporter,Ellicott City,MD,19,"Baltimore, MD",717.0,2203663.0,251.0,284952.0,2017.0,6.0,2017.0,7113804.0,836886.0,8.5003,666557.0,4313552.0,5.1543,0.7965
557,Ride-On Montgomery County Transit,MB,DO,Active,Full Reporter,Rockville,MD,8,"Washington, DC-VA-MD",1322.0,4586770.0,495.0,971777.0,2017.0,6.0,2017.0,86244255.0,22984194.0,3.7523,21168493.0,112932119.0,4.9135,0.921
559,Centre Area Transportation Authority,DR,PT,Active,Full Reporter,State College,PA,335,"State College, PA",29.0,87454.0,89.0,104360.0,2017.0,6.0,2017.0,237576.0,34508.0,6.8847,96023.0,987120.0,28.6055,2.7826
561,Centre Area Transportation Authority,MB,DO,Active,Full Reporter,State College,PA,335,"State College, PA",29.0,87454.0,89.0,104360.0,2017.0,6.0,2017.0,17230350.0,6892140.0,2.5,7077015.0,14994202.0,2.1756,1.0268
562,Centre Area Transportation Authority,VP,DO,Active,Full Reporter,State College,PA,335,"State College, PA",29.0,87454.0,89.0,104360.0,2017.0,6.0,2017.0,7126325.0,170380.0,41.8261,330393.0,531964.0,3.1222,1.9392
565,Pennsylvania Department of Transportation,CR,PT,Active,Full Reporter,Harrisburg,PA,5,"Philadelphia, PA-NJ-DE-MD",1981.0,5441567.0,2092.0,3371466.0,2017.0,6.0,2017.0,133551060.0,1539164.0,86.7686,44023986.0,51244561.0,33.2938,28.6025
566,City of Fairfax CUE Bus,MB,DO,Active,Full Reporter,Fairfax,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,6.0,22565.0,2017.0,6.0,2017.0,2188879.0,645687.0,3.39,1221573.0,3393158.0,5.2551,1.8919
567,Mid Mon Valley Transit Authority,DR,PT,Active,Full Reporter,Charleroi,PA,417,"Monessen-California, PA",45.0,66086.0,44.0,79666.0,2017.0,6.0,2017.0,3610.0,639.0,5.6495,1960.0,19975.0,31.2598,3.0673
568,Mid Mon Valley Transit Authority,MB,PT,Active,Full Reporter,Charleroi,PA,417,"Monessen-California, PA",45.0,66086.0,44.0,79666.0,2017.0,6.0,2017.0,4574585.0,299188.0,15.29,609233.0,4009569.0,13.4015,2.0363
569,Access Transportation Systems,DR,PT,Inactive,Full Reporter,Pittsburgh,PA,22,"Pittsburgh, PA",852.0,1753136.0,760.0,1450085.0,2007.0,6.0,2007.0,12232502.0,1708450.0,7.16,8710689.0,33074017.0,19.3591,5.0986
571,Fairfax Connector Bus System,MB,PT,Active,Full Reporter,Fairfax,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,407.0,1138652.0,2017.0,6.0,2017.0,42566906.0,8631906.0,4.9313,10452297.0,80616848.0,9.3394,1.2109
574,Potomac and Rappahannock Transportation Commission,CB,PT,Active,Full Reporter,Woodbridge,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,361.0,454096.0,2017.0,6.0,2017.0,38055381.0,1527715.0,24.91,9487838.0,15680277.0,10.2639,6.2105
575,Potomac and Rappahannock Transportation Commission,MB,PT,Active,Full Reporter,Woodbridge,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,361.0,454096.0,2017.0,6.0,2017.0,9706572.0,1042908.0,9.3072,1628176.0,14603402.0,14.0026,1.5612
576,Potomac and Rappahannock Transportation Commission,VP,PT,Active,Full Reporter,Woodbridge,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,361.0,454096.0,2017.0,6.0,2017.0,59138673.0,1292023.0,45.7722,10193159.0,5816325.0,4.5017,7.8893
578,City of Alexandria,DT,PT,Active,Full Reporter,Alexandria,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,16.0,139966.0,2017.0,6.0,2017.0,341041.0,61661.0,5.5309,184661.0,1620864.0,26.2867,2.9948
579,City of Alexandria,MB,DO,Active,Full Reporter,Alexandria,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,16.0,139966.0,2017.0,6.0,2017.0,7450432.0,3949711.0,1.8863,3482032.0,16851074.0,4.2664,0.8816
581,Transit Services of Frederick County,DR,DO,Active,Full Reporter,Frederick,MD,230,"Frederick, MD",73.0,141576.0,18.0,70060.0,2017.0,6.0,2017.0,635622.0,65528.0,9.7,462139.0,1811481.0,27.6444,7.0525
582,Transit Services of Frederick County,MB,DO,Active,Full Reporter,Frederick,MD,230,"Frederick, MD",73.0,141576.0,18.0,70060.0,2017.0,6.0,2017.0,3332809.0,571334.0,5.8334,546852.0,4686495.0,8.2027,0.9571
584,Virginia Railway Express,CR,PT,Active,Full Reporter,Alexandria,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,730.0,2238365.0,2017.0,6.0,2017.0,143468932.0,4676123.0,30.6812,42280669.0,73979660.0,15.8207,9.0418
587,Delaware Transit Corporation,DR,DO,Active,Full Reporter,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD",1981.0,5441567.0,1949.0,952065.0,2017.0,6.0,2017.0,11186264.0,902896.0,12.3893,3247576.0,53259607.0,58.9875,3.5968
588,Delaware Transit Corporation,DR,PT,Active,Full Reporter,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD",1981.0,5441567.0,1949.0,952065.0,2017.0,6.0,2017.0,578884.0,50338.0,11.4999,26527.0,2708787.0,53.812,0.527
589,Delaware Transit Corporation,MB,DO,Active,Full Reporter,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD",1981.0,5441567.0,1949.0,952065.0,2017.0,6.0,2017.0,32356199.0,7071124.0,4.5758,7995598.0,48301775.0,6.8308,1.1307
590,Delaware Transit Corporation,MB,PT,Active,Full Reporter,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD",1981.0,5441567.0,1949.0,952065.0,2017.0,6.0,2017.0,3077028.0,441094.0,6.9759,524146.0,8794653.0,19.9383,1.1883
591,Williamsburg Area Transit Authority,DR,DO,Active,Full Reporter,Williamsburg,VA,371,"Williamsburg, VA",56.0,75689.0,144.0,153600.0,2017.0,6.0,2017.0,87677.0,9133.0,9.6,20724.0,534271.0,58.499,2.2691
592,Williamsburg Area Transit Authority,MB,DO,Active,Full Reporter,Williamsburg,VA,371,"Williamsburg, VA",56.0,75689.0,144.0,153600.0,2017.0,6.0,2017.0,4133717.0,944033.0,4.3788,849150.0,4682263.0,4.9599,0.8995
593,Williamsburg Area Transit Authority,MB,PT,Active,Full Reporter,Williamsburg,VA,371,"Williamsburg, VA",56.0,75689.0,144.0,153600.0,2017.0,6.0,2017.0,1960201.0,1521039.0,1.2887,25410.0,1810033.0,1.19,0.0167
594,Borough of Pottstown - Pottstown Area Rapid Transit,DR,PT,Active,Full Reporter,Pottstown,PA,287,"Pottstown, PA",79.0,107682.0,34.0,54000.0,2017.0,6.0,2017.0,15379.0,6136.0,2.5064,24237.0,187718.0,30.5929,3.95
595,Borough of Pottstown - Pottstown Area Rapid Transit,MB,PT,Active,Full Reporter,Pottstown,PA,287,"Pottstown, PA",79.0,107682.0,34.0,54000.0,2017.0,6.0,2017.0,272480.0,237923.0,1.1452,289344.0,1828234.0,7.6841,1.2161
596,Southwestern Pennsylvania Commission,VP,PT,Active,Full Reporter,Pittsburgh,PA,27,"Pittsburgh, PA",905.0,1733853.0,833.0,1614197.0,2017.0,6.0,2017.0,5681307.0,204950.0,27.7205,481556.0,696939.0,3.4005,2.3496
598,Arlington Transit - Arlington County,DR,PT,Active,Full Reporter,Arlington,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,26.0,222800.0,2017.0,6.0,2017.0,360979.0,44227.0,8.162,325346.0,1764251.0,39.8908,7.3563
599,Arlington Transit - Arlington County,DT,PT,Active,Full Reporter,Arlington,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,26.0,222800.0,2017.0,6.0,2017.0,330913.0,58096.0,5.696,319756.0,1184832.0,20.3944,5.5039
600,Arlington Transit - Arlington County,MB,PT,Active,Full Reporter,Arlington,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,26.0,222800.0,2017.0,6.0,2017.0,7150282.0,3404896.0,2.1,3905132.0,14128022.0,4.1493,1.1469
601,Loudoun County Commuter Bus Service - Office of Transportation Services,CB,PT,Active,Full Reporter,Leesburg,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,520.0,373694.0,2017.0,6.0,2017.0,36368523.0,1036731.0,35.08,8721817.0,7426224.0,7.1631,8.4128
603,Loudoun County Commuter Bus Service - Office of Transportation Services,MB,PT,Active,Full Reporter,Leesburg,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,520.0,373694.0,2017.0,6.0,2017.0,6345260.0,715350.0,8.8701,861618.0,10043998.0,14.0407,1.2045
605,Transportation District Commission of Hampton Roads,DR,PT,Active,Full Reporter,Hampton,VA,34,"Virginia Beach, VA",515.0,1439666.0,428.0,1141651.0,2017.0,6.0,2017.0,3115549.0,365610.0,8.5215,1106679.0,9932249.0,27.1662,3.0269
607,Transportation District Commission of Hampton Roads,FB,PT,Active,Full Reporter,Hampton,VA,34,"Virginia Beach, VA",515.0,1439666.0,428.0,1141651.0,2017.0,6.0,2017.0,213395.0,295983.0,0.721,288395.0,1590799.0,5.3746,0.9744
608,Transportation District Commission of Hampton Roads,LR,DO,Active,Full Reporter,Hampton,VA,34,"Virginia Beach, VA",515.0,1439666.0,428.0,1141651.0,2017.0,6.0,2017.0,5005506.0,1405330.0,3.5618,1379349.0,11609880.0,8.2613,0.9815
609,Transportation District Commission of Hampton Roads,MB,DO,Active,Full Reporter,Hampton,VA,34,"Virginia Beach, VA",515.0,1439666.0,428.0,1141651.0,2017.0,6.0,2017.0,69866663.0,12586719.0,5.5508,12896637.0,76045680.0,6.0417,1.0246
611,Transportation District Commission of Hampton Roads,VP,PT,Active,Full Reporter,Hampton,VA,34,"Virginia Beach, VA",515.0,1439666.0,428.0,1141651.0,2017.0,6.0,2017.0,3270223.0,98621.0,33.1595,308240.0,373292.0,3.7851,3.1255
612,University of Pittsburgh,VP,DO,Inactive,Full Reporter,Pittsburgh,PA,22,"Pittsburgh, PA",852.0,1753136.0,778.0,1753136.0,2003.0,6.0,2003.0,1570936.0,69148.0,22.7185,141355.0,71345.0,1.0318,2.0442
613,Prince George's County Transit,DR,DO,Active,Full Reporter,Largo,MD,8,"Washington, DC-VA-MD",1322.0,4586770.0,487.0,908049.0,2017.0,6.0,2017.0,369417.0,114837.0,3.2169,41674.0,3351552.0,29.1853,0.3629
614,Prince George's County Transit,MB,PT,Active,Full Reporter,Largo,MD,8,"Washington, DC-VA-MD",1322.0,4586770.0,487.0,908049.0,2017.0,6.0,2017.0,23236390.0,2958980.0,7.8528,1605471.0,26966585.0,9.1135,0.5426
615,Fayette Area Coordinated Transportation,DR,DO,Active,Full Reporter,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39.0,51370.0,812.0,136606.0,2017.0,6.0,2017.0,1550932.0,113716.0,13.6386,124245.0,1731508.0,15.2266,1.0926
616,Fayette Area Coordinated Transportation,DR,PT,Active,Full Reporter,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39.0,51370.0,812.0,136606.0,2017.0,6.0,2017.0,131522.0,5836.0,22.5363,5767.0,331486.0,56.8002,0.9882
617,Fayette Area Coordinated Transportation,MB,DO,Active,Full Reporter,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39.0,51370.0,812.0,136606.0,2017.0,6.0,2017.0,1181761.0,115707.0,10.2134,159030.0,1002045.0,8.6602,1.3744
618,Fayette Area Coordinated Transportation,MB,PT,Active,Full Reporter,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39.0,51370.0,812.0,136606.0,2017.0,6.0,2017.0,221480.0,28564.0,7.7538,18614.0,839502.0,29.3902,0.6517
619,"County Commissioners of Charles County, MD",DR,PT,Active,Full Reporter,La Plata,MD,283,"Waldorf, MD",68.0,109919.0,458.0,157705.0,2017.0,6.0,2017.0,263701.0,39898.0,6.6094,35100.0,1281184.0,32.1115,0.8797
620,"County Commissioners of Charles County, MD",MB,PT,Active,Full Reporter,La Plata,MD,283,"Waldorf, MD",68.0,109919.0,458.0,157705.0,2017.0,6.0,2017.0,6096418.0,870684.0,7.0019,347217.0,5064425.0,5.8166,0.3988
623,Blacksburg Transit,DR,DO,Active,Full Reporter,Blacksburg,VA,328,"Blacksburg, VA",51.0,88542.0,34.0,67126.0,2017.0,6.0,2017.0,86343.0,29560.0,2.9209,11089.0,1103132.0,37.3184,0.3751
624,Blacksburg Transit,MB,DO,Active,Full Reporter,Blacksburg,VA,328,"Blacksburg, VA",51.0,88542.0,34.0,67126.0,2017.0,6.0,2017.0,6332478.0,3705429.0,1.709,1928462.0,6781829.0,1.8302,0.5204
627,City of Harrisonburg Department of Public Transportation,DR,DO,Active,Full Reporter,Harrisonburg,VA,413,"Harrisonburg, VA",33.0,66784.0,17.0,54402.0,2017.0,6.0,2017.0,101574.0,30483.0,3.3322,141880.0,601832.0,19.7432,4.6544
630,City of Harrisonburg Department of Public Transportation,MB,DO,Active,Full Reporter,Harrisonburg,VA,413,"Harrisonburg, VA",33.0,66784.0,17.0,54402.0,2017.0,6.0,2017.0,5395895.0,2542454.0,2.1223,1678250.0,3862840.0,1.5193,0.6601
631,County of Lebanon Transit Authority,CB,DO,Active,Full Reporter,Lebanon,PA,366,"Lebanon, PA",45.0,77086.0,362.0,133568.0,2017.0,6.0,2017.0,510685.0,25176.0,20.2846,52434.0,614866.0,24.4227,2.0827
632,County of Lebanon Transit Authority,DR,DO,Active,Full Reporter,Lebanon,PA,366,"Lebanon, PA",45.0,77086.0,362.0,133568.0,2017.0,6.0,2017.0,387206.0,47327.0,8.1815,982408.0,1059156.0,22.3795,20.7579
633,County of Lebanon Transit Authority,MB,DO,Active,Full Reporter,Lebanon,PA,366,"Lebanon, PA",45.0,77086.0,362.0,133568.0,2017.0,6.0,2017.0,1482891.0,292359.0,5.0722,322100.0,2175954.0,7.4427,1.1017
634,The Tri-County Council for the Lower Eastern Shore of Maryland,DR,DO,Active,Full Reporter,Salisbury,MD,307,"Salisbury, MD-DE",71.0,98081.0,1031.0,169500.0,2017.0,6.0,2017.0,683076.0,47839.0,14.2786,194647.0,2514475.0,52.5612,4.0688
636,The Tri-County Council for the Lower Eastern Shore of Maryland,MB,DO,Active,Full Reporter,Salisbury,MD,307,"Salisbury, MD-DE",71.0,98081.0,1031.0,169500.0,2017.0,6.0,2017.0,7976275.0,319051.0,25.0,460124.0,3592312.0,11.2594,1.4422
639,City of Washington,DR,PT,Inactive,Full Reporter,Washington,PA,27,"Pittsburgh, PA",905.0,1733853.0,33.0,61634.0,2015.0,6.0,2015.0,35624.0,10828.0,3.29,17740.0,162870.0,15.0416,1.6383
640,City of Washington,MB,PT,Inactive,Full Reporter,Washington,PA,27,"Pittsburgh, PA",905.0,1733853.0,33.0,61634.0,2015.0,6.0,2015.0,1025552.0,56349.0,18.2,130729.0,1068838.0,18.9682,2.32
641,Martz Trailways,CB,DO,Active,Full Reporter,Wilkes Barre,PA,1,"New York-Newark, NY-NJ-CT",3450.0,18351295.0,2315.0,813888.0,2016.0,12.0,2016.0,82399343.0,901698.0,91.3824,18975319.0,14675306.0,16.2752,21.044
643,"Martz Group, National Coach Works of Virginia",CB,DO,Active,Full Reporter,Fredericksburg,VA,8,"Washington, DC-VA-MD",1322.0,4586770.0,682.0,264585.0,2016.0,12.0,2016.0,4733227.0,110655.0,42.7746,1454471.0,1051538.0,9.5029,13.1442
645,West Virginia University - Morgantown Personal Rapid Transit,MG,DO,Active,Full Reporter,Morgantown,WV,393,"Morgantown, WV",37.0,70350.0,12.0,60037.0,2017.0,6.0,2017.0,3812870.0,2064004.0,1.8473,7004570.0,5489610.0,2.6597,3.3937
646,Washington County Transportation Authority,DR,PT,Active,Full Reporter,Washington,PA,27,"Pittsburgh, PA",905.0,1733853.0,861.0,207820.0,2017.0,6.0,2017.0,2127072.0,211836.0,10.0411,205130.0,4861619.0,22.9499,0.9683
647,Washington County Transportation Authority,MB,PT,Active,Full Reporter,Washington,PA,27,"Pittsburgh, PA",905.0,1733853.0,861.0,207820.0,2017.0,6.0,2017.0,1101462.0,83665.0,13.1651,131468.0,1295374.0,15.4829,1.5714
648,DDOT - Progressive Transportation Services Administration,MB,PT,Active,Full Reporter,Washington,DC,8,"Washington, DC-VA-MD",1322.0,4586770.0,24.0,317779.0,2017.0,9.0,2017.0,5115529.0,3904345.0,1.3102,2254863.0,21814593.0,5.5873,0.5775
649,DDOT - Progressive Transportation Services Administration,SR,PT,Active,Full Reporter,Washington,DC,8,"Washington, DC-VA-MD",1322.0,4586770.0,24.0,317779.0,2017.0,9.0,2017.0,829703.0,1121266.0,0.74,0.0,12640530.0,11.2734,0.0
650,Anne Arundel County,DR,DO,Active,Full Reporter,Annapolis,MD,19,"Baltimore, MD",717.0,2203663.0,398.0,564000.0,2017.0,6.0,2017.0,822290.0,101250.0,8.1214,0.0,2532281.0,25.0102,0.0
