,Unique ID,FacilityName,Rank_TRI_14,Rank_GHG_14,Latitude,Longitude,LocationAddress,City,Location,ZIP,County,FIPScode,IndustryType,GHG_Direct_Emissions_14_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_10_in_metric_tons
895,1.10E+11,PUBLIC SERVICE COMPANY OF COLORADO PAWNEE STATION,2042.0,231.0,40.220084,-103.678999,14940 COUNTY RD 24,BRUSH,COLORADO,80723,MORGAN,8087.0,Power Plants,3073710,3315707,3394184,3056592,3477953
896,1.10E+11,FORT MORGAN BEEF PLANT,2412.0,1547.0,40.2469,-103.7756,1505 E BURLINGTON AVE,FORT MORGAN,COLORADO,80701,MORGAN,8087.0,"Other,Waste",217618,166969,62701,66226,27425
900,1.10E+11,GCC RIO GRANDE INC,1143.0,889.0,38.1507,-104.62595,3372 LIME RD,PUEBLO,COLORADO,81004,PUEBLO,8101.0,Minerals,615200,614365,621877,585999,456288
901,1.10E+11,PUBLIC SERVICE COMPANY OF COLORADO - COMANCHE POWER PLANT,2213.0,75.0,38.201929,-104.57088,2005 LIME RD,PUEBLO,COLORADO,81006,PUEBLO,8101.0,Power Plants,7954637,8752636,8858428,7242374,6547045
902,1.10E+11,EVRAZ ROCKY MOUNTAIN STEEL,2853.0,1280.0,38.232627,-104.60725699999999,2100 S FWY,PUEBLO,COLORADO,81004,PUEBLO,8101.0,"Metals,Waste",313284,321829,347443,318519,286132
909,1.10E+11,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,2618.0,204.0,40.487122,-107.18566899999999,13125 HWY 40,HAYDEN,COLORADO,81639,ROUTT,8107.0,Power Plants,3398297,3370358,2642457,3083028,3756641
912,1.10E+11,SWIFT BEEF CO,2098.0,3652.0,40.434093,-104.690782,800 N 8TH AVE,GREELEY,COLORADO,80631,WELD,8123.0,Other,57112,60660,60704,53698,45816
913,1.10E+11,WINDSOR ETHANOL PRODUCTION FACILITY,3303.0,4706.0,40.455978,-104.857553,31375 GREAT WESTERN DR,WINDSOR,COLORADO,80550,WELD,8123.0,"Other,Suppliers of CO2",38295,37413,37532,40331,41289
914,1.10E+11,CARESTREAM HEALTH COLORADO,12493.0,4975.0,40.4584,-104.87398999999999,2000 HOWARD SMITH AVE W C42,WINDSOR,COLORADO,80550,WELD,8123.0,Chemicals,34507,35264,29121,34479,26003
935,1.10E+11,SIKORSKY AIRCRAFT STRATFORD FACILITY,7234.0,3626.0,41.2484,-73.09765,6900 MAIN ST,STRATFORD,CONNECTICUT,66159129,FAIRFIELD,9001.0,Other,57810,56561,55967,36458,28145
