,Unique ID,FacilityName,Rank_TRI_14,Rank_GHG_14,Latitude,Longitude,LocationAddress,City,Location,ZIP,County,FIPScode,IndustryType,GHG_Direct_Emissions_14_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_10_in_metric_tons
4964,1.10E+11,OXY VINYLS LP DEER PARK CAUSTIC,2261.0,7150.0,29.713333000000002,-95.119722,1000 TIDAL RD,DEER PARK,TEXAS,77536,HARRIS,48201.0,Other,43,43017,45318,44381,41287
4965,1.10E+11,LUBRIZOL CORP DEER PARK FACILITY,2523.0,2434.0,29.717470000000002,-95.11328,41 TIDAL RD,DEER PARK,TEXAS,775360158,HARRIS,48201.0,Chemicals,103159,138360,103236,104141,104550
4966,1.10E+11,DIXIE CHEMICAL PLANT B,2742.0,3918.0,29.610509999999998,-95.05005,10601 BAY AREA BLVD,PASADENA,TEXAS,77507,HARRIS,48201.0,Chemicals,51192,46976,46417,42523,37740
4967,1.10E+11,Air Products LLC - Pasadena Plant and steam methane reformer,2756.0,922.0,29.716191,-95.194361,1423 HWY 225,PASADENA,TEXAS,77506,HARRIS,48201.0,Chemicals,574733,585890,664820,748361,682005
4969,1.10E+11,ANHEUSER-BUSCH INC,2913.0,5699.0,29.774444,-95.270833,775 GELLHORN DR,HOUSTON,TEXAS,770291496,HARRIS,48201.0,Other,26795,27841,16255,18411,20049
4970,1.10E+11,ARKEMA INC CLEAR LAKE,2954.0,3508.0,29.621297,-95.06469399999999,9502 B BAYPORT BLVD,PASADENA,TEXAS,77507,HARRIS,48201.0,Chemicals,60359,62801,56227,59618,54104
4971,1.10E+11,THE GOODYEAR TIRE & RUBBER CO BAYPORT CHEMICAL PLANT,3207.0,5383.0,29.6469,-95.0479,13441 BAY AREA BLVD,PASADENA,TEXAS,77507,HARRIS,48201.0,Chemicals,29725,28476,30640,31222,32003
4972,1.10E+11,LINDE GAS NORTH AMERICA LLC,3220.0,543.0,29.706290999999997,-95.057016,11603 STRANG RD,LA PORTE,TEXAS,77571,HARRIS,48201.0,Chemicals,1205264,1196236,1284672,1127305,1269129
4973,1.10E+11,LAPORTE METHANOL COMPANY,3262.0,4548.0,29.706290999999997,-95.057016,11603 STRANG RD,LA PORTE,TEXAS,77571,HARRIS,48201.0,Chemicals,40507,1570,4937,18888,4111
4974,1.10E+11,JOHANN HALTERMANN LTD,3509.0,3566.0,29.75487,-95.10327,16717 JACINTOPORT BLVD,HOUSTON,TEXAS,77015,HARRIS,48201.0,Chemicals,59060,68585,70147,64821,63017
4975,1.10E+11,Air Liquide -- Hydrogen Steam Methane Reformer,3769.0,417.0,29.6255,-95.04503000000001,11777 BAY AREA BLVD,PASADENA,TEXAS,77507,HARRIS,48201.0,Chemicals,1622332,1652620,1590830,1376444,1286637
4976,1.10E+11,SASOL CHEMICALS (USA) LLC,4204.0,3390.0,29.760725,-95.178505,1914 HADEN RD,HOUSTON,TEXAS,77015,HARRIS,48201.0,Chemicals,63922,59650,62380,65169,68521
4977,1.10E+11,NISSEKI CHEMICAL TEXAS INC BAYPORT PLANT,4211.0,4144.0,29.608611,-95.05194399999999,10500 BAY AREA BLVD,PASADENA,TEXAS,77507,HARRIS,48201.0,Chemicals,47119,44762,50575,44077,45590
4978,1.10E+11,AIR PRODUCTS LLC,5573.0,1354.0,29.757778000000002,-95.02305600000001,5503 W BAKER RD,BAYTOWN,TEXAS,77520,HARRIS,48201.0,Chemicals,273982,474277,499899,470309,521750
4979,1.10E+11,BASF PASADENA PLANT,5628.0,2668.0,29.709770000000002,-95.22821,4403 LA PORTE ROAD,PASADENA,TEXAS,77503,HARRIS,48201.0,Chemicals,90595,91858,121733,104048,80062
4980,1.10E+11,ROHMAX USA LP,6873.0,1212.0,29.73,-95.102778,1700 TIDAL RD,DEER PARK,TEXAS,77536,HARRIS,48201.0,"Chemicals,Waste",350877,336294,367300,363268,296830
4981,1.10E+11,KMCO CROSBY PLANT,6941.0,4637.0,29.922279999999997,-95.05301,16503 RAMSEY RD,CROSBY,TEXAS,77532,HARRIS,48201.0,Chemicals,39171,36757,37550,36606,30374
4982,1.10E+11,CLARIANT CORP CLEAR LAKE PLANT,7068.0,1042.0,29.625819,-95.061592,9502 BAYPORT BLVD,PASADENA,TEXAS,77507,HARRIS,48201.0,"Chemicals,Suppliers of CO2",453779,419030,475486,414041,493207
4983,1.10E+11,WYMAN-GORDON FORGINGS LP,8511.0,2152.0,29.933009999999996,-95.64954,10825 TELGE RD,HOUSTON,TEXAS,770955038,HARRIS,48201.0,Metals,124993,114272,110000,107860,94873
4984,1.10E+11,"LONGHORN GLASS MANUFACTURING, L.P.",11654.0,4420.0,29.761509999999998,-95.25591,4202 FIDELITY ST,HOUSTON,TEXAS,77029,HARRIS,48201.0,Minerals,42621,68466,65071,55810,65315
5018,1.10E+11,TEXAS EASTMAN DIVISION LONGVIEW,39.0,326.0,32.438056,-94.69,300 KODAK BLVD,LONGVIEW,TEXAS,75602,HARRISON,48203.0,"Chemicals,Power Plants,Waste",2218950,2230375,2138664,2115121,2016891
5019,1.10E+11,AMERICAN ELECTRIC POWER HW PIRKEY POWER PLANT,992.0,144.0,32.460267,-94.485225,2400 FM RD 3251,HALLSVILLE,TEXAS,75650,HARRISON,48203.0,Power Plants,5066532,5118173,4136636,5074628,4657656
5020,1.10E+11,NORIT AMERICAS INC,7580.0,1022.0,32.535981,-94.399072,3200 UNIVERSITY AVE,MARSHALL,TEXAS,75670,HARRISON,48203.0,Chemicals,470660,232026,359024,357002,353694
5027,1.10E+11,TEXAS LEHIGH CEMENT COMPANY,2421.0,640.0,30.0579,-97.84423000000001,701 CEMENT PLANT RD,BUDA,TEXAS,78610,HAYS,48209.0,Minerals,959891,957063,1116628,1013745,945367
5052,1.10E+11,BIG SPRING REFINERY,920.0,796.0,32.269104,-101.417673,200 REFINERY RD,BIG SPRING,TEXAS,79720,HOWARD,48227.0,"Petroleum Product Suppliers,Refineries,Waste",715708,869678,850722,880806,655488
5053,1.10E+11,SID RICHARDSON CARBON CO,1279.0,1321.0,32.273133,-101.405326,1211 N MIDWAY RD,BIG SPRING,TEXAS,79720,HOWARD,48227.0,Chemicals,292172,333282,324516,352289,351605
5060,1.10E+11,PHILLLIPS 66 CO BORGER REFINERY,224.0,296.0,35.703056,-101.36305,STATE HWY SPUR 119 N,BORGER,TEXAS,790080271,HUTCHINSON,48233.0,"Chemicals,Petroleum Product Suppliers,Refineries,Waste",2461188,2267593,2070529,2508495,2189969
5061,1.10E+11,SID RICHARDSON CARBON CO,860.0,1330.0,35.665516,-101.435748,9455 FM 1559,BORGER,TEXAS,79007,HUTCHINSON,48233.0,Chemicals,288138,298624,332459,346121,343259
5062,1.10E+11,CHEVRON PHILLIPS CHEMICAL CO LP,936.0,4713.0,35.699738,-101.360771,SPUR 119,BORGER,TEXAS,790080968,HUTCHINSON,48233.0,Chemicals,38209,36364,36966,43638,47093
5063,1.10E+11,AGRIUM US INC,1117.0,660.0,35.644721999999994,-101.425278,9021 FM 1551,BORGER,TEXAS,79007,HUTCHINSON,48233.0,"Chemicals,Suppliers of CO2",921711,888229,986926,960402,841955
5064,1.10E+11,ORION ENGINEERED CARBONS BORGER PLANT,1140.0,1598.0,35.665695,-101.43327,9440 FM 1559,BORGER,TEXAS,79007,HUTCHINSON,48233.0,Chemicals,202915,179358,202241,186577,187425
5070,1.10E+11,MEADWESTVACO EVADALE,261.0,1337.0,30.3387,-94.06635,1913 FM 105,EVADALE,TEXAS,77615,JASPER,48241.0,"Pulp and Paper,Waste",283888,275255,325151,257727,170639
5072,1.10E+11,GOODYEAR BEAUMONT CHEMICAL PLANT,125.0,1074.0,29.982909000000003,-94.21234399999999,11241 INTERSTATE HWY 10,BEAUMONT,TEXAS,77705,JEFFERSON,48245.0,Other,426436,424488,430345,480724,459871
5073,1.10E+11,EXXONMOBIL OIL BEAUMONT REFINERY (PART),211.0,143.0,30.065833,-94.071388,1795 BURT ST,BEAUMONT,TEXAS,77701,JEFFERSON,48245.0,"Chemicals,Petroleum Product Suppliers,Power Plants,Refineries",5098833,6414722,5933102,6303442,5747275
5074,1.10E+11,PREMCOR REFINING GROUP INC PORT ARTHUR,357.0,267.0,29.868333000000003,-93.968333,1801 S GULFWAY DR,PORT ARTHUR,TEXAS,77640,JEFFERSON,48245.0,"Petroleum Product Suppliers,Refineries",2715602,2479534,2385690,2021308,2001185
5075,1.10E+11,MOBIL CHEMICAL CO BEAUMONT POLYETHYLENE PLANT,363.0,5917.0,30.068246999999996,-94.23005,11440 HWY 90,BEAUMONT,TEXAS,77713,JEFFERSON,48245.0,Other,24579,23515,24607,24026,19873
5076,1.10E+11,BASF TOTAL PETROCHEMICALS LLC,386.0,399.0,29.951649,-93.887272,7501 GULFWAY DR,PORT ARTHUR,TEXAS,77642,JEFFERSON,48245.0,Chemicals,1713611,1683111,1510815,1709040,1541152
5077,1.10E+11,"OXBOW CALCINING, LLC",399.0,1230.0,29.835110999999998,-93.963542,3901 COKE DOCK RD,PORT ARTHUR,TEXAS,77640,JEFFERSON,48245.0,Petroleum and Natural Gas Systems,341859,240305,244486,338471,355439
5078,1.10E+11,CHEVRON PHILLIPS CHEMICAL CO,454.0,1014.0,29.848997999999998,-93.976534,2001 S GULFWAY DR,PORT ARTHUR,TEXAS,77640,JEFFERSON,48245.0,Chemicals,479688,503747,625953,610603,619095
5079,1.10E+11,HUNTSMAN PETROCHEMICAL LLC PORT NECHES FACILITY,520.0,443.0,29.989935,-93.946562,6001 HWY 366,PORT NECHES,TEXAS,77651,JEFFERSON,48245.0,Chemicals,1527695,1421259,1417978,1407518,1366425
5080,1.10E+11,FLINT HILLS RESOURCES PORT ARTHUR LLC,557.0,710.0,29.892778000000003,-93.973333,4241 SAVANNAH AVE,PORT ARTHUR,TEXAS,77640,JEFFERSON,48245.0,Chemicals,839625,829953,640667,885198,964329
5081,1.10E+11,LION ELASTOMERS LLC,638.0,4880.0,29.987664000000002,-93.94497199999999,1615 MAIN ST,PORT NECHES,TEXAS,776513039,JEFFERSON,48245.0,Other,35838,70517,77388,77486,454
5082,1.10E+11,MOTIVA-PORT ARTHUR REFINERY,884.0,139.0,29.890182,-93.948254,2555 SAVANNAH AVE,PORT ARTHUR,TEXAS,77640,JEFFERSON,48245.0,"Petroleum Product Suppliers,Refineries",5213688,5068074,3473496,3019647,3425157
5083,1.10E+11,AIR PRODUCTS PORT ARTHUR FACILITY,1295.0,277.0,29.859444,-93.96583299999999,1801 S GULFWAY DR,PORT ARTHUR,TEXAS,77640,JEFFERSON,48245.0,"Chemicals,Suppliers of CO2",2621033,2651886,2464423,2282484,2395575
5084,1.10E+11,TPC GROUP,1493.0,2447.0,29.964146000000003,-93.930138,2102 SPUR 136,PORT NECHES,TEXAS,77651,JEFFERSON,48245.0,Chemicals,102439,69584,78833,83864,89362
5085,1.10E+11,LUCITE INTERNATIONAL INC,2473.0,1806.0,30.008091999999998,-94.03105,6350 N TWIN CITY HWY,NEDERLAND,TEXAS,77627,JEFFERSON,48245.0,Other,165954,132350,144859,111543,51406
5086,1.10E+11,DUPONT BEAUMONT PLANT,2863.0,7060.0,29.942825,-93.94326600000001,5470 N TWIN CITY HWY,NEDERLAND,TEXAS,77627,JEFFERSON,48245.0,Waste,1070,1134,1202,1274,5795
5087,1.10E+11,BASF CORP - BEAUMONT,3471.0,3360.0,29.971389000000002,-94.053333,14385 W PORT ARTHUR RD,BEAUMONT,TEXAS,77705,JEFFERSON,48245.0,Chemicals,65079,55173,59502,54483,32462
5088,1.10E+11,ARKEMA INC,4171.0,3416.0,30.03,-94.0325,2810 GULF STATE RD,BEAUMONT,TEXAS,77701,JEFFERSON,48245.0,Chemicals,62953,66585,53117,90502,79397
5089,1.10E+11,KMTEX LLC,4970.0,4995.0,29.828587,-93.963257,2450 GULFWAY DR S,PORT ARTHUR,TEXAS,77641,JEFFERSON,48245.0,Chemicals,34243,33029,25204,24796,27632
5099,1.10E+11,JOHNS MANVILLE CORP,517.0,3542.0,32.38548,-97.3924,200 W IND US TRIAL BLVD,CLEBURNE,TEXAS,76033,JOHNSON,48251.0,Minerals,59554,55908,56063,54341,60381
5100,1.10E+11,BRAZOS ELECTRIC JOHNSON COUNTY GENERATION FACILITY,2888.0,1268.0,32.399444,-97.408056,831 SPARKS DR,CLEBURNE,TEXAS,76033,JOHNSON,48251.0,Power Plants,319141,343683,386979,529520,619429
5101,1.10E+11,TEXAS LIME COMPANY,10172.0,1015.0,32.246389,-97.55082800000001,"15865 F.M. 1434, CLEBURNE, TEX",CLEBURNE,TEXAS,76031,JOHNSON,48251.0,Minerals,478981,432879,432264,440290,443962
5125,1.10E+11,SILGAN CONTAINERS PARIS PLANT,3922.0,4840.0,33.686158,-95.553497,500 NW LOOP 286,PARIS,TEXAS,75460,LAMAR,48277.0,Other,36399,32396,27506,33401,37399
5132,1.10E+11,SOUTHWESTERN PUBLIC SERVICE CO TOLK STATION,825.0,112.0,34.185,-102.5675,970 COUNTY RD 65,EARTH,TEXAS,79031,LAMB,48279.0,Power Plants,6271311,7672472,7066304,6949907,7521396
5134,1.10E+11,NUCOR STEEL JEWETT TEXAS DIV,4592.0,1752.0,31.344496000000003,-96.163533,8812 HWY 79 W,JEWETT,TEXAS,758460126,LEON,48289.0,Metals,173580,167223,161298,168012,135873
5137,1.10E+11,LIMESTONE ELECTRIC GENERATING STATION,339.0,25.0,31.413971999999998,-96.250028,3964 FM 39,JEWETT,TEXAS,75846,LIMESTONE,48293.0,Power Plants,11607933,12608896,11460797,13446926,13070222
5139,1.10E+11,VALERO THREE RIVERS REFINERY,888.0,793.0,28.456667,-98.19027700000001,301 LEROY ST,THREE RIVERS,TEXAS,780710490,LIVE OAK,48297.0,"Petroleum Product Suppliers,Refineries",718374,696277,693965,761322,825983
5148,1.10E+11,EQUISTAR CHEMICALS LP-MATAGORDA FACILITY,925.0,4835.0,28.7875,-95.943056,17042 STATE HIGHWAY 60 SOUTH,BAY CITY,TEXAS,77414,MATAGORDA,48321.0,Other,36466,28901,25920,26440,28427
5149,1.10E+11,OXEA CORP BAY CITY PLANT,2017.0,1026.0,28.863346999999997,-96.019006,2001 FM 3057,BAY CITY,TEXAS,77414,MATAGORDA,48321.0,Other,467479,592486,581054,600148,555968
5152,1.10E+11,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 15,5080.0,2555.0,31.510091,-97.170302,5220 BEVERLY DR,WACO,TEXAS,76711,MCLENNAN,48309.0,Minerals,97601,97739,103536,105187,103292
5153,1.10E+11,LEHIGH WHITE CEMENT CO / WACO PLANT,12154.0,2254.0,31.48152,-97.24255,100 S WICKSON RD,WOODWAY,TEXAS,76712,MCLENNAN,48309.0,Minerals,116368,118727,110504,124905,123466
5158,1.10E+11,"SANDOW 5 GENERATING PLANT, LIGNITE MINE AND STEAM ELECTRIC STATION",344.0,60.0,30.567221999999997,-97.063056,3708 CHARLES MARTIN HALL RD,ROCKDALE,TEXAS,76567,MILAM,48331.0,Power Plants,8780513,8504777,8687165,8743592,6560503
5162,1.10E+11,HUNTSMAN PETROCHEMICAL LLC,1791.0,3742.0,30.311360999999998,-95.38708299999999,5451 JEFFERSON CHEMICAL RD,CONROE,TEXAS,77301,MONTGOMERY,48339.0,Chemicals,55068,55068,52695,57652,58337
5169,1.10E+11,VALERO MCKEE REFINERY,354.0,380.0,35.951944,-101.873889,6701 FM 119,SUNRAY,TEXAS,79086,MOORE,48341.0,"Chemicals,Petroleum Product Suppliers,Refineries",1801765,1983133,1867344,1533255,1438269
5170,1.10E+11,SWIFT & CO,1724.0,3474.0,36.051556,-102.01052800000001,SCHROEDER INDUSTRIAL PARK,CACTUS,TEXAS,79013,MOORE,48341.0,"Other,Waste",61578,50836,49518,49565,51799
5171,1.10E+11,CONTINENTAL CARBON CO SUNRAY,6199.0,2203.0,35.985134,-101.89121800000001,11702 CARBON BLACK RD,SUNRAY,TEXAS,79086,MOORE,48341.0,Chemicals,120565,136832,159051,150589,110682
5172,7908WSNRYG11571,SUNRAY GAS PLANT,8547.0,2797.0,35.962099,-101.81559200000001,11571 TX BEEF ROAD,SUNRAY,TEXAS,79086,MOORE,48341.0,Petroleum and Natural Gas Systems,84184,84608,78800,107773,56691
5178,1.10E+11,GUARDIAN INDUSTRIES CORP,10564.0,2352.0,32.065071,-96.431454,3801 S HWY 287,CORSICANA,TEXAS,75109,NAVARRO,48349.0,Minerals,108202,108959,107219,106198,102397
5179,1.10E+11,TXI OPERATIONS LP,11122.0,2804.0,31.910438,-96.346756,1 1/2 MILE N ON I-45,STREETMAN,TEXAS,75859,NAVARRO,48349.0,Other,83920,81528,87186,89328,85931
5183,1.10E+11,LONE STAR INDUSTRIES DBA BUZZI UNICEM USA - MARYNEAL CEMENT PLANT,9592.0,1160.0,32.258167,-100.455361,202 COUNTY RD 306,MARYNEAL,TEXAS,79535,NOLAN,48353.0,Minerals,372496,346170,356304,372741,317979
5184,1.10E+11,US GYPSUM,11797.0,3766.0,32.4918,-100.36169,1 USG RD,SWEETWATER,TEXAS,79556,NOLAN,48353.0,Minerals,54339,51461,50573,45300,44912
5185,1.10E+11,GEORGIA-PACIFIC GYPSUM LLC,13443.0,4966.0,32.479516,-100.336139,310 FM 1856,SWEETWATER,TEXAS,79556,NOLAN,48353.0,Minerals,34623,33072,35669,33549,30569
5186,1.10E+11,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,223.0,240.0,27.81775,-97.482552,5900 UP RIVER RD,CORPUS CHRISTI,TEXAS,78407,NUECES,48355.0,"Chemicals,Petroleum Product Suppliers,Refineries",3003276,2720433,3059232,3055859,3072643
5187,1.10E+11,CITGO REFINING & CHEMICALS CO LP EAST PLANT,285.0,533.0,27.810556,-97.42694399999999,1801 NUECES BAY BLVD,CORPUS CHRISTI,TEXAS,78407,NUECES,48355.0,"Petroleum Product Suppliers,Refineries",1229797,1186829,1162149,1146756,1216623
5188,1.10E+11,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST REFINERY,412.0,311.0,27.832010999999998,-97.525582,2825 SUNTIDE RD,CORPUS CHRISTI,TEXAS,78409,NUECES,48355.0,Refineries,2358878,2279000,2450526,2373958,2466541
5189,1.10E+11,TICONA POLYMERS INC,570.0,1164.0,27.569714,-97.83493,1 MILE S. OF BISHOP TEXAS HWY. 77 BUSINESS,BISHOP,TEXAS,78343,NUECES,48355.0,Other,370783,344569,341440,338318,314320
5190,1.10E+11,"FLINT HILLS RESOURCES, LP - EAST PLANT",740.0,947.0,27.804444,-97.424444,1607 NUECES BAY BLVD,CORPUS CHRISTI,TEXAS,784072540,NUECES,48355.0,Refineries,554764,495538,491560,522752,537990
5191,1.10E+11,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,879.0,530.0,27.810775,-97.436658,1147 CANTWELL LN,CORPUS CHRISTI,TEXAS,78407,NUECES,48355.0,"Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",1237449,1312435,1276603,1272682,1218135
5192,1.10E+11,EQUISTAR CHEMICALS LP,1175.0,566.0,27.81,-97.593611,1501 MCKINZIE RD,CORPUS CHRISTI,TEXAS,784101501,NUECES,48355.0,Chemicals,1117697,1124080,1200698,1222736,1038238
5193,1.10E+11,AIR LIQUIDE CORPUS CHRISTI SMR PLANT,4298.0,1111.0,27.813910999999997,-97.472347,5880 UP RIVER RD,CORPUS CHRISTI,TEXAS,78407,NUECES,48355.0,Chemicals,398429,417677,427678,384317,398986
5194,1.10E+11,CITGO REFINING & CHEMICALS CO LP-WEST PLANT,4510.0,1261.0,27.8103,-97.49828000000001,7350 INTERSTATE HWY 37,CORPUS CHRISTI,TEXAS,78409,NUECES,48355.0,"Petroleum Product Suppliers,Refineries",322750,361070,330511,366897,356948
5205,1.10E+11,E I DUPONT DE NEMOURS - SABINE RIVER WORKS,62.0,784.0,30.05475,-93.762279,3055 FARM RD 1006,ORANGE,TEXAS,776301089,ORANGE,48361.0,Chemicals,729403,717207,826653,986381,976336
5206,1.10E+11,INTERNATIONAL PAPER ORANGE MILL,89.0,1492.0,30.22052,-93.74209599999999,1750 INLAND RD,ORANGE,TEXAS,77632,ORANGE,48361.0,"Pulp and Paper,Waste",231360,237015,229880,248350,227503
5207,1.10E+11,INVISTA SARL - ORANGE SITE,496.0,493.0,30.054167,-93.752208,3055A FM 1006,ORANGE,TEXAS,77630,ORANGE,48361.0,Chemicals,1363659,286498,549934,505183,104408
5208,1.10E+11,FIRESTONE POLYMERS LLC,843.0,3838.0,30.045111,-93.786278,5713 FM 1006,ORANGE,TEXAS,77630,ORANGE,48361.0,Other,53121,57548,64411,65510,55829
5209,1.10E+11,ORION ENGINEERED CARBONS ORANGE PLANT,922.0,1608.0,30.153871999999996,-93.727108,1513 ECHO RD,ORANGE,TEXAS,77632,ORANGE,48361.0,Chemicals,200650,193657,191257,174753,169933
5210,1.10E+11,GERDAU AMERISTEEL PLANT,3459.0,3205.0,30.078907,-94.073207,100 OLD HIGHWAY 90 W,VIDOR,TEXAS,77662,ORANGE,48361.0,Metals,70106,67486,73831,71383,64657
5234,1.10E+11,COYANOSA GAS PLANT,1142.0,2333.0,31.191969,-102.990433,4259 MOBIL ROAD,COYANOSA,TEXAS,79730,PECOS,48371.0,Petroleum and Natural Gas Systems,109685,85884,68563,75965,54613
5248,1.10E+11,Harrington and Nichols power plants,844.0,107.0,35.265425,-101.742126,7201 and 8400 N LAKESIDE DRIVE,AMARILLO,TEXAS,79108,POTTER,48375.0,Power Plants,6399072,6483758,7064282,6133905,6906748
5249,1.10E+11,TYSON FRESH MEATS INC,1122.0,4015.0,35.258611,-101.642222,5000 N FM 1912,AMARILLO,TEXAS,79108,POTTER,48375.0,"Other,Waste",49275,45994,43869,44617,39054
5250,1.10E+11,ASARCO LLC AMARILLO COPPER REFINERY,2973.0,3533.0,35.284533,-101.730042,7001 STATE HWY 136,AMARILLO,TEXAS,79108,POTTER,48375.0,Metals,59678,60984,59865,65569,62033
5253,1.10E+11,OWENS-CORNING AMARILLO,895.0,3105.0,35.113889,-101.855556,1701 HOLLYWOOD RD,AMARILLO,TEXAS,79110,RANDALL,48381.0,Minerals,73259,72317,84714,79035,79695
5257,1.10E+11,OAK GROVE STEAM ELECTRIC STATION,447.0,19.0,31.1106,-96.2907,8127 OAK GROVE RD,FRANKLIN,TEXAS,77856,ROBERTSON,48395.0,Power Plants,12888185,11943466,11284380,12071788,8209036
5258,1.10E+11,TWIN OAKS,998.0,271.0,31.091456,-96.695685,13065 PLANT RD,BREMOND,TEXAS,76629,ROBERTSON,48395.0,Power Plants,2683242,2137230,1578577,2225149,2378214
5262,1.10E+11,MARTIN LAKE STEAM ELECTRIC STATION & LIGNITE MINE,409.0,13.0,32.259653,-94.57033100000001,8850 FM 2658 N,TATUM,TEXAS,75691,RUSK,48401.0,Power Plants,14844879,16128664,15546563,18445258,18698423
5267,1.10E+11,OCCIDENTAL CHEMICAL CORPORATION,1831.0,448.0,27.891666999999998,-97.240833,1249 STATE HIGHWAY 361,GREGORY,TEXAS,78359,SAN PATRICIO,48409.0,Chemicals,1518401,1477970,1429946,1424420,1450827
5276,1.10E+11,DELEK TYLER REFINERY,1401.0,928.0,32.362643,-95.280179,1702 E COMMERCE ST,TYLER,TEXAS,75702,SMITH,48423.0,"Petroleum Product Suppliers,Refineries",570102,503169,591262,411129,455729
5282,1.10E+11,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,977.0,4309.0,32.73533,-97.06772,2525 E ABRAMS ST,ARLINGTON,TEXAS,760101346,TARRANT,48439.0,Other,44522,48884,54797,53188,56096
5302,1.10E+11,MONTICELLO STEAM ELECTRIC STATION & LIGNITE MINE,418.0,92.0,33.092262,-95.038053,1574 MONTICELLO PLANT RD,MOUNT PLEASANT,TEXAS,75455,TITUS,48449.0,Power Plants,7179836,8431328,7961307,13003899,13878042
5319,1.10E+11,INVISTA SA RL,297.0,370.0,28.673056,-96.953611,2695 OLD BLOOMINGTON RD N,VICTORIA,TEXAS,77905,VICTORIA,48469.0,Chemicals,1888186,1772550,1627632,1460464,1588497
5337,1.10E+11,PPG INDUSTRIES INC WORKS 4,3277.0,1867.0,33.996428,-98.553358,7400 CENTRAL FWY N,WICHITA FALLS,TEXAS,76305,WICHITA,48485.0,Minerals,158358,193821,200986,193884,176986
5341,1.10E+11,AMERICAN ELECTRIC POWER OKLAUNION PLANT,1751.0,210.0,34.08255,-99.17600999999999,12567 FM RD 3430,VERNON,TEXAS,76384,WILBARGER,48487.0,Power Plants,3362389,4132426,3305255,3598512,3732603
5343,1.10E+11,KEYSTONE GAS PLANT,1222.0,1934.0,31.9002,-103.17259,6297 COUNTY RD 301,KERMIT,TEXAS,79745,WINKLER,48495.0,Petroleum and Natural Gas Systems,149138,130573,140466,163751,89407
5362,1.10E+11,NUCOR STEEL - A DIV OF NUCOR CORP (PART),3788.0,1518.0,41.876870000000004,-112.190234,7285 W 21200 N,PLYMOUTH,UTAH,84330,BOX ELDER,49003.0,"Metals,Waste",223980,226817,213985,190353,128311
5366,1.10E+11,PACIFICORP CARBON PLANT,537.0,507.0,39.72505,-110.86445,INTERSECTION HWY 6 & 191,HELPER,UTAH,845260839,CARBON,49007.0,Power Plants,1323275,1245559,1402391,1394061,1347653
5373,1.10E+11,HOLLY REFINING & MARKETING CO WOODS CROSS REFINERY,1538.0,1139.0,40.884048,-111.90208999999999,393 S 800 W,WOODS CROSS,UTAH,840871435,DAVIS,49011.0,"Petroleum Product Suppliers,Refineries",381156,369673,346694,351555,395015
5374,1.10E+11,BIG WEST OIL LLC,1829.0,1359.0,40.838386,-111.921443,333 W CENTER ST,NORTH SALT LAKE,UTAH,840542805,DAVIS,49011.0,"Petroleum Product Suppliers,Refineries",271411,273324,281401,268039,246386
5375,1.10E+11,SILVER EAGLE REFINING WOODS CROSS,2745.0,3639.0,40.866389,-111.91138899999999,2355 S 1100 W,WOODS CROSS,UTAH,84087,DAVIS,49011.0,"Petroleum Product Suppliers,Refineries",57471,53498,45887,31550,20100
5380,1.10E+11,PACIFICORP ENERGY-HUNTINGTON PLANT,1532.0,122.0,39.381495,-111.07936399999998,10 MILES W OF HUNTINGTON,HUNTINGTON,UTAH,845280680,EMERY,49015.0,Power Plants,5836377,6271277,6220427,5462573,5717681
5381,1.10E+11,PACIFICORP HUNTER PLANT,1557.0,61.0,39.173145,-111.029389,3 MILES S OF CASTLE DALE ON STATE HIGHTWAY 10,CASTLE DALE,UTAH,845130569,EMERY,49015.0,Power Plants,8779332,9245078,8885282,8687010,8983009
5382,1.10E+11,ASH GROVE CEMENT- LEAMINGTON UTAH,3605.0,963.0,39.563527,-112.197061,HIGHWAY 132 6 MILES EAST OF LEAMINGTON UT,LEAMINGTON,UTAH,84638,JUAB,49023.0,Minerals,536892,406115,408483,409799,473851
5384,1.10E+11,INTERMOUNTAIN POWER STATION,983.0,30.0,39.503504,-112.581147,850 BRUSH WELLMAN ROAD,DELTA,UTAH,84624,MILLARD,49027.0,Power Plants,11363496,11438492,8919025,11846962,12013257
5385,1.10E+11,GRAYMONT WESTERN US INC,1282.0,645.0,38.938951,-112.816647,32 MILES S.W. OF DELTA HWY. 257,DELTA,UTAH,84624,MILLARD,49027.0,Minerals,954659,1123413,887224,905802,750936
5387,1.10E+11,HOLCIM (US) INC DEVIL'S SLIDE PLANT,2308.0,921.0,41.0633,-111.5317,6055 E CROYDON RD,MORGAN,UTAH,84050,MORGAN,49029.0,Minerals,575386,452515,566329,522570,415264
